n_updates,fps,ep_len_mean,explained_variance,time_elapsed,serial_timesteps,policy_loss,ep_reward_mean,clipfrac,total_timesteps,value_loss,policy_entropy,approxkl
166,284,1587.48,-0.0032595396041870117,1199.5073478221893,339968,-0.0005860688,1552.6623204300006,0.021582032,339968,19.839483,2.7081666,0.0022395293
167,283,1604.18,-0.0028918981552124023,1206.699168920517,342016,-0.00323318,1569.4243368200002,0.0765625,342016,19.840172,2.7201562,0.0062792674
168,281,1620.35,-0.0011824369430541992,1213.9266428947449,344064,-0.0018931959,1585.65383995,0.04321289,344064,19.729153,2.7265973,0.0036913
169,284,1634.71,0.003446042537689209,1221.1948840618134,346112,-0.0005043391,1600.12347039,0.008251953,346112,19.814447,2.7305794,0.0017044805
170,282,1648.98,-0.00711369514465332,1228.3908109664917,348160,-0.0028947957,1614.49604391,0.021142578,348160,19.970753,2.7295606,0.002236565
171,282,1662.28,-0.0026019811630249023,1235.631854057312,350208,-0.0025075853,1627.8259996299998,0.08676758,350208,19.921968,2.736761,0.006503597
172,282,1677.69,-0.0019989013671875,1242.8761909008026,352256,-0.00084768794,1643.17940792,0.031982422,352256,19.98468,2.7313237,0.003146836
173,283,1690.18,0.01839810609817505,1250.1211340427399,354304,-0.00025217357,1655.6904114299998,0.024267578,354304,19.709566,2.7180138,0.0031468656
174,283,1702.89,0.00209808349609375,1257.3544030189514,356352,-0.0013812587,1668.5103466499995,0.027148437,356352,19.909216,2.7210717,0.0025672938
175,259,1710.3,0.012509584426879883,1264.5679578781128,358400,-4.8143113e-05,1676.0706320299996,0.040966798,358400,19.885157,2.7436025,0.0037566288
176,283,1721.97,-0.007555246353149414,1272.4671149253845,360448,-0.0024971107,1687.8332043799996,0.04609375,360448,20.034159,2.752129,0.0041292068
177,283,1729.14,-0.0019081830978393555,1279.7005319595337,362496,-0.0011791047,1695.2232946899999,0.037353516,362496,20.064043,2.7465832,0.0033784038
178,283,1744.04,-0.0013022422790527344,1286.9173979759216,364544,-0.0038381058,1710.20572346,0.0668457,364544,20.03942,2.7451348,0.0055592037
179,281,1755.46,-0.002031683921813965,1294.155245065689,366592,-0.0004272623,1721.6992773099998,0.020898437,366592,19.919674,2.7534814,0.002453365
180,281,1765.68,0.0034412145614624023,1301.4223411083221,368640,-0.0009525375,1732.10449696,0.039941408,368640,19.76078,2.7491698,0.0039997385
181,280,1778.06,0.00486600399017334,1308.6975317001343,370688,-5.04288e-05,1744.7187175200002,0.025341798,370688,19.80291,2.7556007,0.0025629136
182,279,1789.48,-0.005062699317932129,1316.0117659568787,372736,0.00082328374,1756.3103346700002,0.046289064,372736,20.057056,2.7660737,0.004135473
183,281,1797.31,-0.0015813112258911133,1323.3509948253632,374784,-0.00014594782,1764.28127903,0.032080077,374784,20.00297,2.7845852,0.003201417
184,278,1811.16,-0.00254213809967041,1330.6232869625092,376832,0.0007069189,1778.24221363,0.025341798,376832,19.920683,2.7978203,0.002456049
185,279,1811.65,0.0077474117279052734,1337.974447965622,378880,-0.000726877,1779.1875795299995,0.025146484,378880,19.747568,2.811081,0.0025535736
186,279,1823.11,0.008083999156951904,1345.2998960018158,380928,-0.0013531009,1790.7931858299996,0.057275392,380928,19.679531,2.826294,0.0047729043
187,283,1832.3,0.031260550022125244,1352.620440006256,382976,-0.0016088821,1800.1444577199995,0.06391601,382976,19.505558,2.8237555,0.0054577366
188,283,1842.22,-0.0025900602340698242,1359.854378938675,385024,-0.00032389833,1810.4005146999996,0.025537109,385024,20.048336,2.8178105,0.0030395675
189,283,1854.89,0.06012845039367676,1367.0924699306488,387072,-0.0026073824,1823.1022163399996,0.07695313,387072,19.11087,2.8158,0.0058611063
190,281,1870.23,0.0011662840843200684,1374.3284740447998,389120,-0.002430081,1838.3646663099996,0.055078126,389120,19.888416,2.8208685,0.004462728
191,282,1876.54,0.004423081874847412,1381.6155178546906,391168,0.00076047634,1845.1214950699996,0.0028808594,391168,19.94785,2.8248131,0.0010976702
192,282,1888.58,-0.0038373470306396484,1388.87331199646,393216,-0.0015091209,1857.39789694,0.016552735,393216,20.14041,2.8272083,0.0018957984
193,281,1902.97,0.009274959564208984,1396.1281950473785,395264,-0.0011161399,1871.87473662,0.039501954,395264,19.886639,2.82878,0.0034992918
194,282,1917.64,-0.002804398536682129,1403.4088819026947,397312,-0.0014836489,1886.6159235000005,0.03237305,397312,20.097462,2.8340812,0.0030091163
195,280,1932.07,-0.006492733955383301,1410.6620998382568,399360,-0.0015741859,1901.08949329,0.046728514,399360,20.072485,2.8413563,0.0040359115
196,284,1938.59,0.003924012184143066,1417.9654068946838,401408,-0.0010559495,1908.12471581,0.055517577,401408,19.926914,2.8419836,0.00424919
197,282,1950.08,-0.004728078842163086,1425.1768078804016,403456,-0.00026861165,1919.9166730299999,0.014257813,403456,20.110859,2.8451295,0.0016427252
198,279,1957.28,0.002768576145172119,1432.4257078170776,405504,-0.001878924,1927.5364180599997,0.028808594,405504,19.92992,2.8398566,0.0029374063
199,281,1962.84,-0.0015933513641357422,1439.7470200061798,407552,-0.00015624837,1933.3750199399997,0.03359375,407552,19.9943,2.8259354,0.0036142147
200,280,1974.79,-0.0034946203231811523,1447.016319990158,409600,-0.0017705017,1945.2764282,0.054296874,409600,19.992727,2.8236442,0.004514071
201,280,1982.25,-0.001291036605834961,1454.3181607723236,411648,-0.0021317403,1952.87989963,0.08452149,411648,19.90586,2.8309855,0.006656088
202,280,1986.39,0.011080563068389893,1461.6172099113464,413696,-0.002279405,1957.4456868400002,0.07402344,413696,19.7062,2.837118,0.005936361
203,281,1990.0,-0.0041980743408203125,1468.9257628917694,415744,-0.002269375,1961.38926519,0.03652344,415744,20.004734,2.837237,0.0031807374
204,282,1992.64,0.0017038583755493164,1476.1982769966125,417792,-0.0014178442,1964.3690507800002,0.028076172,417792,19.980213,2.839829,0.0028088172
205,283,1992.64,-0.00711822509765625,1483.4380159378052,419840,-0.0012306471,1964.46305105,0.017529298,419840,19.993431,2.8334014,0.0026327875
206,280,1992.64,-0.001870274543762207,1490.6615867614746,421888,-0.0010972144,1965.0508673800002,0.032958984,421888,19.85947,2.8319929,0.0034286883
207,281,1992.96,0.002282857894897461,1497.9746417999268,423936,-0.001464578,1966.0257069900001,0.033447266,423936,19.843729,2.8415625,0.0030958676
208,282,1992.96,-0.0025348663330078125,1505.2529110908508,425984,-0.0006021197,1966.2958190799995,0.043359376,425984,19.978086,2.845195,0.003692753
209,281,1992.96,0.007915019989013672,1512.5159521102905,428032,-0.003052816,1966.43490948,0.04042969,428032,19.806477,2.849726,0.003695169
210,280,1992.96,0.008247971534729004,1519.794026851654,430080,-0.00032556077,1966.7475951299996,0.010546875,430080,19.729233,2.8541899,0.0017892933
211,281,1996.48,-0.00042319297790527344,1527.0862069129944,432128,-0.000713164,1970.69165698,0.029150391,432128,19.934284,2.8448813,0.0031266
212,280,2005.5,0.0002639293670654297,1534.3640418052673,434176,-0.00046281834,1979.9951011199998,0.025488282,434176,19.905584,2.8278,0.0034227755
213,281,2009.22,0.0014042854309082031,1541.6580629348755,436224,-0.0015307015,1984.13593176,0.02060547,436224,19.933393,2.8255327,0.0021681928
214,283,2018.95,-0.004526734352111816,1548.9256110191345,438272,-0.0025763318,1994.0706039,0.0753418,438272,20.06725,2.8399243,0.005877649
215,282,2023.44,-2.2649765014648438e-05,1556.1405229568481,440320,-0.0015019911,1998.83129443,0.05126953,440320,19.893253,2.8496356,0.0043075923
216,280,2023.44,-0.00668942928314209,1563.3951737880707,442368,0.00046059565,1999.1603981300004,0.016455078,442368,19.925198,2.8660283,0.0017687352
217,280,2023.44,8.338689804077148e-05,1570.7110848426819,444416,-0.0015299133,1999.51620178,0.021582032,444416,19.85249,2.878484,0.0026235974
218,282,2032.33,0.005052089691162109,1578.0074610710144,446464,-0.004305952,2008.5948862800003,0.12460937,446464,19.728987,2.8825884,0.009050242
219,281,2032.33,-0.011006832122802734,1585.259067773819,448512,0.00032769484,2008.7925106200003,0.018066406,448512,20.054905,2.8871474,0.0022447845
220,281,2036.37,0.0002815723419189453,1592.5456309318542,450560,-0.00291922,2013.1893855400003,0.06533203,450560,19.97029,2.882669,0.0054732203
221,282,2036.37,0.0015500783920288086,1599.8280589580536,452608,-3.2493474e-05,2013.4839112600002,0.013525391,452608,19.861952,2.8780026,0.0020693745
222,280,2036.37,0.03820598125457764,1607.0828111171722,454656,-0.0018487535,2013.7448832100004,0.061035156,454656,19.515615,2.872453,0.00500956
223,281,2036.37,0.007311642169952393,1614.381621837616,456704,-0.0003632268,2014.0783055000002,0.007421875,456704,19.940838,2.8621159,0.0016183915
224,281,2036.37,-0.004420876502990723,1621.670795917511,458752,-0.002161372,2014.2557272600002,0.02841797,458752,20.162144,2.8516192,0.0029764874
225,280,2036.37,0.009427547454833984,1628.9532997608185,460800,-0.0021465528,2014.52467268,0.031103516,460800,19.987001,2.8582444,0.0030138283
226,281,2036.37,0.00983649492263794,1636.2466788291931,462848,-0.00152603,2015.1118530900003,0.04243164,462848,19.9691,2.8679388,0.0041383975
227,280,2036.37,-0.0043326616287231445,1643.5321588516235,464896,-0.0004361493,2015.19859365,0.012451172,464896,20.12981,2.871053,0.0018700883
228,281,2036.37,0.021642744541168213,1650.8360559940338,466944,-0.0027843525,2015.5836139000003,0.048535157,466944,19.732418,2.875834,0.00416335
229,279,2036.37,0.08412015438079834,1658.1206698417664,468992,-0.0011759729,2015.64046211,0.055029295,468992,18.81191,2.887089,0.004609725
230,281,2036.37,-0.015086174011230469,1665.4549460411072,471040,-0.0009270029,2015.7959599,0.044042967,471040,20.190084,2.893848,0.003977089
231,281,2036.37,0.025684118270874023,1672.7346649169922,473088,-0.002109791,2015.8197972200003,0.034228515,473088,19.493378,2.9053931,0.003655081
232,282,2048.0,-0.0043648481369018555,1680.0211288928986,475136,-0.0007214161,2027.5974807100001,0.012744141,475136,20.041348,2.926508,0.0013667779
233,281,2048.0,-0.008368372917175293,1687.261528968811,477184,0.00015460965,2027.9236118800002,0.005419922,477184,20.021626,2.9434223,0.00089096965
234,278,2048.0,0.006049215793609619,1694.5399549007416,479232,-0.00031640878,2028.09984639,0.00703125,479232,19.807365,2.9383912,0.0012606704
235,280,2048.0,0.015900254249572754,1701.8962669372559,481280,-0.0012610956,2028.3085679899998,0.074316405,481280,19.80397,2.9359164,0.0055895904
236,279,2048.0,0.0005744695663452148,1709.2057178020477,483328,-0.0006075114,2028.4233618999995,0.022216797,483328,20.12589,2.9372866,0.0023568466
237,278,2048.0,0.007005453109741211,1716.5381059646606,485376,-0.000773643,2028.57948563,0.032568358,485376,19.948717,2.934856,0.003337762
238,283,2048.0,0.011444807052612305,1723.8810648918152,487424,-0.002709275,2028.5907795299997,0.063085936,487424,19.925924,2.9296823,0.005500936
239,284,2048.0,-0.0024243593215942383,1731.1180238723755,489472,-0.00085014914,2028.6032713700001,0.075976565,489472,20.257526,2.9288337,0.005858676
240,278,2048.0,0.0004169344902038574,1738.3278467655182,491520,-0.0014145633,2028.6496993400003,0.04194336,491520,20.20408,2.9371107,0.003967489
241,282,2048.0,0.00040799379348754883,1745.6744627952576,493568,-0.003146169,2028.8281059199999,0.079833984,493568,20.237226,2.9396093,0.005849227
242,280,2048.0,0.02768498659133911,1752.920109987259,495616,-0.001167638,2028.73190607,0.04433594,495616,19.666006,2.941208,0.0042648683
243,282,2048.0,0.00316774845123291,1760.2104020118713,497664,-0.0035936455,2028.75248419,0.060839843,497664,20.06213,2.9453046,0.0047079036
244,282,2048.0,-0.0030841827392578125,1767.4629638195038,499712,0.00080122444,2029.1521772599997,0.011328125,499712,20.128319,2.953338,0.0016886257
245,282,2048.0,0.010921239852905273,1774.7251040935516,501760,-0.0006312183,2029.29798033,0.011425781,501760,19.919533,2.977146,0.0014835341
246,282,2048.0,0.03017479181289673,1781.9735479354858,503808,-0.0025813754,2029.2937551000002,0.07338867,503808,19.652472,2.9915564,0.0060027065
247,284,2048.0,0.0012186765670776367,1789.2149028778076,505856,-0.0013051283,2029.1750510800002,0.039697267,505856,20.049189,2.9908159,0.003936979
248,282,2048.0,-0.0019682645797729492,1796.4258439540863,507904,-0.00011809677,2029.15204634,0.015527343,507904,20.112509,2.9970798,0.0018794254
249,282,2048.0,0.000551760196685791,1803.6807537078857,509952,-0.0015452871,2029.2314519500003,0.043359376,509952,20.026045,3.0002017,0.003996423
250,282,2048.0,0.0024289488792419434,1810.9341218471527,512000,0.00027992972,2029.2811511200002,0.017089844,512000,20.094912,3.0076373,0.0018855308
251,281,2048.0,-0.0034990310668945312,1818.1762909889221,514048,-0.00031619423,2029.4168536700004,0.015820313,514048,20.165007,3.008561,0.0018371677
252,262,2048.0,-0.0012230873107910156,1825.4492118358612,516096,-0.00016989865,2029.6658490900002,0.0033203126,516096,20.125784,3.0095515,0.0006228102
253,241,2048.0,-0.0006911754608154297,1833.2589130401611,518144,-0.0023459836,2029.85958734,0.046728514,518144,20.072834,3.0159245,0.0044951634
254,248,2048.0,-0.00695490837097168,1841.7272789478302,520192,-0.0004850245,2029.8851780199998,0.017041016,520192,19.96441,3.0197625,0.0021363108
255,266,2048.0,0.0009064674377441406,1849.9605360031128,522240,-0.0007265216,2029.9222223699999,0.049462892,522240,19.873205,3.0171227,0.004713196
256,224,2048.0,-0.005936264991760254,1857.6560637950897,524288,-0.001122623,2029.85103596,0.011767578,524288,19.937895,3.0136876,0.0018071029
257,249,2048.0,-0.0027741193771362305,1866.7888309955597,526336,-0.0021318765,2029.8051964899998,0.027148437,526336,19.882084,3.0110202,0.003004744
258,253,2048.0,0.013150811195373535,1875.0095329284668,528384,-0.0007286138,2029.7238513200002,0.021777343,528384,19.692656,3.0167878,0.002405815
259,238,2048.0,0.007040560245513916,1883.0870468616486,530432,-0.0008537353,2029.69885716,0.024853516,530432,19.796545,3.0217438,0.0027763075
260,173,2040.5,0.9451763853430748,1891.661925792694,532480,-0.002706832,2022.03569139,0.02055664,532480,7.5872564,3.0109177,0.0025046398
261,182,2040.5,0.06331294775009155,1903.4673869609833,534528,-0.0053823953,2021.88231849,0.06386719,534528,19.424229,3.013732,0.0053265532
262,181,2040.5,-0.0052062273025512695,1914.7015249729156,536576,-0.00042746696,2021.8035995300004,0.00625,536576,20.032116,3.0185924,0.0011910817
263,179,2040.5,0.00616145133972168,1925.997720003128,538624,-0.002280451,2021.61970669,0.040966798,538624,19.949808,3.0182176,0.003455054
264,174,2040.5,0.010919451713562012,1937.386167049408,540672,-0.0015443525,2021.62545978,0.04790039,540672,19.798944,3.0340793,0.004237944
265,252,2040.5,-0.004506230354309082,1949.116065979004,542720,0.0005398117,2021.58574939,0.0016601563,542720,20.000849,3.035912,0.0010513641
266,276,2040.5,0.004523873329162598,1957.2210359573364,544768,2.3992558e-05,2021.5825304699997,0.009521484,544768,19.873747,3.0329037,0.0013842324
267,267,2040.5,-0.008009195327758789,1964.6380219459534,546816,-0.0011361836,2021.5220303800002,0.036621094,546816,20.019459,3.0379834,0.0032916162
268,266,2040.5,0.012797117233276367,1972.302140712738,548864,-0.0027273789,2021.4242269700003,0.055859376,548864,19.73729,3.0452652,0.0044804006
269,241,2040.5,0.003202974796295166,1979.9758598804474,550912,-0.0011384317,2021.4117094,0.05029297,550912,19.851925,3.0513494,0.004564331
270,256,2040.5,0.0021262168884277344,1988.4739377498627,552960,-0.0011866031,2021.3964391400002,0.044140626,552960,19.801523,3.0499334,0.004234356
271,254,2040.5,0.018027663230895996,1996.4452028274536,555008,-0.0025186082,2021.2844241399998,0.035205077,555008,19.553516,3.0476627,0.0035940793
272,259,2040.5,0.004063606262207031,2004.4881887435913,557056,-0.00017450136,2021.1539757899998,0.025146484,557056,19.769428,3.0496278,0.0028156242
273,262,2040.5,0.014428377151489258,2012.387983083725,559104,-0.0029141828,2020.9397376200002,0.077978514,559104,19.373684,3.04739,0.0061931033
274,266,2040.5,0.00623631477355957,2020.204551935196,561152,-0.0017412987,2020.74006517,0.03334961,561152,19.778667,3.0397725,0.0032122217
275,248,2040.5,0.0570601224899292,2027.905515909195,563200,-0.0022294181,2020.5415997,0.05205078,563200,19.009066,3.0450745,0.0045442674
276,239,2040.5,-0.013046741485595703,2036.1413958072662,565248,-0.00062050915,2020.37414176,0.050878905,565248,19.904093,3.0436454,0.004805376
277,206,2040.5,-0.005146384239196777,2044.702288866043,567296,0.00013903703,2020.1451087100002,0.03286133,567296,19.877283,3.0422769,0.0029901983
278,207,2040.5,-0.004647374153137207,2054.6001138687134,569344,-0.0005716415,2019.97761844,0.027148437,569344,19.871609,3.0534139,0.0026126537
279,246,2040.5,-0.0005053281784057617,2064.468663930893,571392,-0.0030443259,2019.8933224300001,0.081933595,571392,19.758345,3.059893,0.005938097
280,227,2040.5,0.0022734999656677246,2072.7713639736176,573440,-0.00016746118,2019.6907601799999,0.014941406,573440,19.808365,3.068651,0.0018624607
281,175,2040.5,0.009076714515686035,2081.785183906555,575488,0.00011636208,2019.4146703700003,0.01850586,575488,19.662046,3.0766187,0.002110275
282,209,2040.5,-0.008603692054748535,2093.48650598526,577536,-0.0022419784,2019.1818980000003,0.06640625,577536,19.800032,3.0788808,0.0055447607
283,269,2040.5,-0.0005295276641845703,2103.2576010227203,579584,-0.00071499526,2019.0059175200001,0.05625,579584,19.671917,3.078409,0.004680208
284,268,2040.5,0.018173575401306152,2110.849786043167,581632,-0.0025805745,2018.78219302,0.08515625,581632,19.552372,3.083286,0.00653746
285,273,2040.5,0.0003783106803894043,2118.471326828003,583680,-0.0020446125,2018.6154601000003,0.045898438,583680,19.832115,3.0869718,0.0038685403
286,272,2040.5,0.014646768569946289,2125.961422920227,585728,-0.001617156,2018.62520485,0.064941406,585728,19.620678,3.097043,0.005139548
287,271,2040.5,-0.009717583656311035,2133.4841408729553,587776,-0.0012227979,2018.53935222,0.04902344,587776,19.933681,3.0868266,0.004436663
288,273,2040.5,0.004305005073547363,2141.0319499969482,589824,-0.0014046213,2018.45079389,0.039160155,589824,19.83577,3.0842233,0.0034147617
289,275,2040.5,0.015071868896484375,2148.524843931198,591872,-0.0031722654,2018.62427295,0.074804686,591872,19.775051,3.099788,0.0059676534
290,275,2040.5,-0.007890105247497559,2155.9516298770905,593920,-0.001548371,2018.74531195,0.04916992,593920,20.203201,3.1009727,0.004272693
291,267,2040.5,0.004988670349121094,2163.3974578380585,595968,-0.002745017,2018.79691558,0.046582032,595968,20.025427,3.1030276,0.003856559
292,272,2040.5,-0.0009057521820068359,2171.051327943802,598016,-0.0006991043,2018.8774398,0.016113281,598016,20.127722,3.1083112,0.0022185745
293,269,2040.5,-0.0031262636184692383,2178.5584819316864,600064,-6.2800165e-05,2018.9195379499997,0.039013673,600064,20.205156,3.110055,0.0036297143
294,273,2040.5,-0.0017826557159423828,2186.1651470661163,602112,-0.00016203577,2018.9457019899999,0.015380859,602112,20.14656,3.1177478,0.0021961494
295,276,2040.5,-0.0004171133041381836,2193.6527137756348,604160,-0.0025681327,2018.9668284999996,0.06196289,604160,20.019764,3.1281323,0.0051902076
296,276,2040.5,0.00015807151794433594,2201.0519359111786,606208,-0.00026826235,2018.9109442099998,0.03754883,606208,20.067713,3.1443927,0.0034065754
297,273,2040.5,-0.0055615901947021484,2208.468950986862,608256,0.0010474207,2018.9519856499996,0.013818359,608256,20.073353,3.1566422,0.0018788154
298,272,2040.5,0.0007832646369934082,2215.9564909934998,610304,-0.00052749773,2018.9760418199999,0.044140626,610304,20.009851,3.1673052,0.0042419555
299,273,2040.5,-0.0003719329833984375,2223.4625918865204,612352,-0.00016217431,2019.0022311899997,0.016015625,612352,19.984447,3.1764016,0.002142128
300,273,2040.5,-0.00023984909057617188,2230.9454538822174,614400,-0.0013569241,2019.1233557799997,0.049462892,614400,19.96093,3.175347,0.0047311885
301,274,2040.5,0.015138864517211914,2238.4257850646973,616448,-0.0027028196,2019.25352269,0.078125,616448,19.777468,3.1732152,0.0060097845
302,273,2040.5,-9.644031524658203e-05,2245.896372795105,618496,-0.0007030495,2019.45097581,0.07299805,618496,20.060877,3.1765966,0.0057634483
303,273,2040.5,-0.0020990371704101562,2253.381721019745,620544,-0.0024936295,2019.5869007200004,0.062597655,620544,20.116343,3.1769714,0.0049402337
304,273,2040.5,0.0007426142692565918,2260.8768508434296,622592,-0.0018534807,2019.73341125,0.06435547,622592,20.059544,3.1758428,0.0051065674
305,275,2040.5,-0.00041806697845458984,2268.3754308223724,624640,2.0601705e-05,2019.7985306700002,0.011425781,624640,20.009617,3.179689,0.001872509
306,275,2040.5,0.0023390650749206543,2275.8045659065247,626688,-0.0008302714,2019.83712081,0.028515626,626688,19.877422,3.1960318,0.0028953182
307,274,2040.5,0.03443104028701782,2283.2288608551025,628736,-0.005333517,2019.8833825800002,0.09580078,628736,19.507832,3.2156613,0.0070637176
308,271,2040.5,-0.004564642906188965,2290.703215122223,630784,-0.0025133693,2019.9904537699997,0.090185545,630784,20.031658,3.218182,0.006769097
309,272,2040.5,0.003166794776916504,2298.234909772873,632832,-0.003627006,2020.0414607300002,0.074316405,632832,20.008173,3.2171798,0.0059051868
310,271,2040.5,-0.0046234130859375,2305.746832847595,634880,0.000114387,2020.1892252799998,0.023828125,634880,20.129448,3.2118983,0.0026313108
311,272,2040.5,0.0020792484283447266,2313.280833005905,636928,-0.002505018,2020.31102455,0.076123044,636928,20.080738,3.2196865,0.005725083
312,274,2040.5,0.007696926593780518,2320.792037010193,638976,2.7841155e-05,2020.34725854,0.02475586,638976,19.92673,3.238074,0.0029218686
313,274,2040.5,-0.015715360641479492,2328.2480759620667,641024,-0.0013295601,2020.3993928,0.034814455,641024,20.231356,3.2509723,0.0030702145
314,271,2040.5,-0.001302957534790039,2335.7083790302277,643072,-0.0017030241,2020.44043841,0.0715332,643072,20.061184,3.263816,0.005471427
315,273,2040.5,-0.003979206085205078,2343.245272874832,645120,-0.0002350037,2020.51034885,0.017822266,645120,20.12748,3.269884,0.0018271504
316,273,2040.5,0.0035657286643981934,2350.7337000370026,647168,-0.0040575983,2020.5860410800003,0.062841795,647168,19.953865,3.278317,0.0050325776
317,274,2040.5,-0.0006676912307739258,2358.2309539318085,649216,0.0010755286,2020.6356148900002,0.02866211,649216,20.074038,3.2844052,0.0026603374
318,273,2040.5,-0.0012929439544677734,2365.699803829193,651264,-0.0020410127,2020.7742661900002,0.071875,651264,20.06857,3.2846146,0.0057040667
319,272,2040.5,-0.0038318634033203125,2373.203370809555,653312,-0.0005254173,2020.8585343299999,0.026660156,653312,20.077398,3.284336,0.0030085933
320,270,2040.5,-0.007235288619995117,2380.7236998081207,655360,0.00087483076,2020.9052438999997,0.026123047,655360,20.09047,3.2866783,0.0027407496
321,247,2040.5,0.0003617405891418457,2388.3100430965424,657408,-0.0012495541,2021.04589656,0.03769531,657408,19.994991,3.297582,0.0035220422
322,270,2040.5,-0.0026282072067260742,2396.594607114792,659456,0.0002825541,2021.13516977,0.015234375,659456,20.029928,3.3108535,0.002012148
323,269,2040.5,0.004946529865264893,2404.1775879859924,661504,-0.0017517436,2021.1814577600003,0.082128905,661504,19.855814,3.31651,0.0061981645
324,251,2040.5,-0.0036630630493164062,2411.7729589939117,663552,-0.0012875168,2021.2018824100003,0.037109375,663552,20.036955,3.3137326,0.0033008796
325,256,2040.5,-0.0017164945602416992,2419.9258580207825,665600,-0.0012849382,2021.2739900700005,0.059667967,665600,19.998285,3.328247,0.0048606656
326,233,2040.5,-0.004754424095153809,2427.9090180397034,667648,-0.00064149115,2021.28105153,0.03857422,667648,20.002525,3.3483632,0.0036159647
