n_updates,fps,ep_len_mean,explained_variance,time_elapsed,serial_timesteps,policy_loss,ep_reward_mean,clipfrac,total_timesteps,value_loss,policy_entropy,approxkl
327,245,2040.5,0.008042335510253906,2436.6855108737946,669696,-0.005230373,2021.3295790700004,0.12202148,669696,19.876644,3.3565648,0.009067697
328,254,2040.5,0.01758122444152832,2445.0297799110413,671744,-0.0031178624,2021.35049337,0.07260742,671744,19.838057,3.361224,0.0056843027
329,275,2040.5,-0.005063295364379883,2453.0636677742004,673792,-0.0003821651,2021.4368956299995,0.03339844,673792,20.216183,3.3667743,0.0034918983
330,276,2040.5,-0.004712581634521484,2460.4857149124146,675840,-0.0020121338,2021.5224540199997,0.043652344,675840,20.264902,3.3677197,0.0041677775
331,264,2040.5,-0.0032116174697875977,2467.8835718631744,677888,-0.0018068675,2021.6704299599996,0.06015625,677888,20.187862,3.372528,0.005010752
332,277,2040.5,0.0024239420890808105,2475.6336240768433,679936,-0.0016266791,2021.7462645999994,0.0574707,679936,20.031208,3.3714461,0.004673288
333,279,2040.5,0.008610367774963379,2483.0284798145294,681984,-0.00014962006,2021.8360360899997,0.022998046,681984,19.979412,3.3688061,0.0027736654
334,278,2040.5,-0.0008783340454101562,2490.369398832321,684032,-0.0017524615,2021.9590366799996,0.046240233,684032,20.192633,3.3586984,0.004380019
335,281,2040.5,-0.0038520097732543945,2497.7153849601746,686080,0.00031905514,2022.0623492999998,0.025244141,686080,20.235466,3.3592324,0.0028336165
336,279,2040.5,-0.002619147300720215,2504.9980001449585,688128,-0.002005585,2022.1026238499999,0.05292969,688128,20.15858,3.3707461,0.0045503564
337,279,2040.5,-0.0024614334106445312,2512.3219509124756,690176,0.00023370367,2022.13957124,0.01953125,690176,20.221687,3.3912067,0.002279846
338,277,2040.5,0.014803290367126465,2519.6641569137573,692224,-0.0040449174,2022.20430055,0.10039063,692224,19.882893,3.3905208,0.007769575
339,281,2040.5,0.002089977264404297,2527.0431258678436,694272,-0.002343779,2022.2766822299998,0.105615236,694272,20.286661,3.3891766,0.007456512
340,279,2040.5,-0.0006884336471557617,2534.3325028419495,696320,-0.0015807893,2022.4067586800002,0.03691406,696320,20.325893,3.3986135,0.0033816341
341,277,2040.5,-0.002613067626953125,2541.653242111206,698368,-1.9248342e-05,2022.5925693599995,0.03515625,698368,20.259123,3.4134688,0.0036097406
342,280,2040.5,-0.004244565963745117,2549.0479238033295,700416,-0.0010056681,2022.9653175899998,0.039892577,700416,20.23808,3.41192,0.0038847788
343,279,2040.5,-0.001141190528869629,2556.3611249923706,702464,-0.002165787,2023.19682695,0.052099608,702464,20.148155,3.4106717,0.0047274744
344,282,2040.5,-0.0024579763412475586,2563.68155002594,704512,-0.0019663838,2023.34198415,0.06386719,704512,20.145514,3.4094453,0.0052143927
345,282,2040.5,0.006843626499176025,2570.9428160190582,706560,-0.0014917555,2023.56962056,0.07861328,706560,19.990343,3.4202793,0.0059497543
346,281,2040.5,-0.0026137828826904297,2578.202335834503,708608,-0.0010223312,2023.78229206,0.051855467,708608,20.210207,3.4295495,0.0046421597
347,278,2040.5,-0.0021909475326538086,2585.4861381053925,710656,3.8814476e-05,2023.9288366399999,0.016210938,710656,20.141533,3.4408505,0.0019463468
348,277,2040.5,-0.00039386749267578125,2592.8449368476868,712704,-0.0013820373,2023.9353417999998,0.0484375,712704,20.039125,3.454921,0.0041495613
349,260,2040.5,-0.0007747411727905273,2600.2241446971893,714752,-0.00016371177,2023.9402607199995,0.015917968,714752,19.984629,3.4686725,0.0016718388
350,228,2040.5,-0.0017540454864501953,2608.0760748386383,716800,0.00042762895,2023.90967337,0.02109375,716800,19.92094,3.4803123,0.0022567078
351,273,2040.5,0.0033428072929382324,2617.0476648807526,718848,-0.0018946842,2023.93509947,0.06728516,718848,19.797482,3.473851,0.0056125694
352,275,2040.5,0.001932978630065918,2624.527270793915,720896,-0.0044687553,2024.00144081,0.07880859,720896,19.79978,3.4679189,0.0060636974
353,278,2040.5,0.01798105239868164,2631.9616990089417,722944,-0.0003760674,2023.97055938,0.025634766,722944,19.547813,3.4727235,0.002824474
354,277,2040.5,0.014433622360229492,2639.3152918815613,724992,-0.0020418004,2023.99557413,0.050341796,724992,19.44787,3.4800918,0.0043321727
355,276,2040.5,0.025108695030212402,2646.699161052704,727040,-0.0021358356,2023.97348385,0.06542969,727040,19.303802,3.4844317,0.0051974086
356,277,2040.5,0.021395504474639893,2654.11075592041,729088,-0.002172947,2023.9049015700002,0.044287108,729088,19.394567,3.491902,0.0038626816
357,274,2040.5,0.01784193515777588,2661.4837810993195,731136,0.0011226903,2023.83790679,0.03491211,731136,19.359085,3.5019717,0.003350074
358,277,2040.5,0.03891611099243164,2668.934662103653,733184,-0.002416342,2023.8327703,0.044921875,733184,19.118757,3.5044532,0.0042599975
359,277,2040.5,-0.0522465705871582,2676.312761068344,735232,-0.0004928341,2023.7406248099996,0.04121094,735232,19.825638,3.509655,0.0036448364
360,275,2048.0,0.015125513076782227,2683.706687927246,737280,-0.00020934732,2031.26806864,0.0105957035,737280,19.15432,3.522606,0.0015521882
361,276,2048.0,0.049572646617889404,2691.132493019104,739328,0.0002351709,2031.3299976899998,0.0044921874,739328,18.729778,3.5154254,0.0010726748
362,277,2048.0,0.0335734486579895,2698.552528142929,741376,-0.00059940346,2031.2479601700002,0.02470703,741376,19.199806,3.5027843,0.0028138333
363,275,2048.0,-0.008496880531311035,2705.944813013077,743424,-0.00035632442,2031.3147488700001,0.023388673,743424,19.575712,3.4983184,0.0028333142
364,276,2048.0,-0.005157947540283203,2713.38224196434,745472,0.00018393701,2031.1972896000004,0.0078125,745472,19.417322,3.5017974,0.0013885021
365,276,2048.0,-0.025728940963745117,2720.7880680561066,747520,-0.0073678186,2031.0921551000004,0.05415039,747520,19.5733,3.519654,0.004733629
366,278,2048.0,0.004163801670074463,2728.1915979385376,749568,0.0004467674,2030.9576759000001,0.01586914,749568,19.40218,3.5428147,0.0020215183
367,277,2048.0,0.014707386493682861,2735.542489051819,751616,0.00034879177,2030.8755165000005,0.009960937,751616,19.321167,3.5537236,0.0017561873
368,275,2048.0,0.016858816146850586,2742.9237020015717,753664,-0.0011180118,2030.8142605300004,0.06279297,753664,19.110432,3.5559335,0.005132173
369,277,2048.0,-0.01672053337097168,2750.346613883972,755712,-0.0002478712,2030.6683741200002,0.019873047,755712,19.58468,3.5441024,0.0022779333
370,265,2048.0,0.018992125988006592,2757.7340037822723,757760,-0.0028555472,2030.5475433200002,0.07192383,757760,19.236584,3.5408134,0.0057495753
371,252,2048.0,-0.004047989845275879,2765.4537348747253,759808,-0.004220209,2030.5603646299999,0.115234375,759808,19.644655,3.5422885,0.00793503
372,218,2048.0,-0.005861997604370117,2773.564197063446,761856,-0.00072270853,2030.66798144,0.07514648,761856,19.896646,3.552847,0.0059484867
373,255,2048.0,0.000935971736907959,2782.9454169273376,763904,-0.0015450211,2030.95501509,0.07451172,763904,19.740759,3.5629582,0.005783332
374,278,2048.0,-0.0008078813552856445,2790.9680161476135,765952,-0.0030306254,2031.2154112500002,0.07705078,765952,19.828712,3.5723114,0.0062025236
375,284,2048.0,0.0047196149826049805,2798.33158493042,768000,9.252336e-05,2031.3986240800002,0.015429688,768000,19.62837,3.5929627,0.0020128472
376,286,2048.0,-0.0016998052597045898,2805.5369126796722,770048,0.00010881027,2031.5884748700003,0.027539063,770048,19.719542,3.604596,0.0031386162
377,283,2048.0,0.004031777381896973,2812.6976358890533,772096,-0.00019461387,2031.7253567500002,0.021484375,772096,19.558334,3.6020901,0.0025150115
378,283,2048.0,-0.0029920339584350586,2819.9323868751526,774144,-0.0003315898,2031.77252053,0.048095703,774144,19.600195,3.603461,0.004401456
379,284,2048.0,0.0006818771362304688,2827.1550147533417,776192,7.563563e-05,2031.8134072599998,0.011523438,776192,19.57801,3.6172154,0.0013528538
380,288,2048.0,0.01058351993560791,2834.365822792053,778240,-0.0008787171,2031.9226694699996,0.023095703,778240,19.483,3.6255424,0.0023517658
381,287,2048.0,0.029178261756896973,2841.470739841461,780288,-0.0009963819,2032.1187146099996,0.03388672,780288,19.211077,3.6218657,0.0032948111
382,285,2048.0,-0.002844691276550293,2848.5944318771362,782336,-0.00014795414,2032.3551764899998,0.024560547,782336,19.625175,3.624885,0.0025440555
383,283,2048.0,0.0005654096603393555,2855.7754678726196,784384,0.00035989354,2032.5834511599999,0.018554688,784384,19.624828,3.6185524,0.0025989946
384,284,2048.0,0.0007049441337585449,2863.000123023987,786432,-0.00082431297,2032.8194743299996,0.03237305,786432,19.830227,3.6185079,0.003309905
385,285,2048.0,-0.0006700754165649414,2870.209396839142,788480,-0.00014241996,2033.0682099800001,0.0234375,788480,19.69605,3.625983,0.0024909833
386,283,2048.0,0.009136080741882324,2877.3857638835907,790528,-0.0010611749,2033.1968207099999,0.06323242,790528,19.47719,3.6305065,0.0052471096
387,284,2048.0,0.005442202091217041,2884.619535923004,792576,-0.0021066123,2033.3521923199996,0.08955078,792576,19.540691,3.635569,0.006957987
388,283,2048.0,-0.0053098201751708984,2891.8211760520935,794624,-5.1939685e-05,2033.4492484399996,0.046240233,794624,19.75607,3.6372712,0.00411614
389,286,2048.0,0.0023262500762939453,2899.0446219444275,796672,-0.0006798147,2033.52689732,0.03237305,796672,19.769682,3.645422,0.003136079
390,283,2048.0,-0.0064465999603271484,2906.1974577903748,798720,-0.0011117144,2033.59228004,0.057714842,798720,19.857573,3.6527126,0.004776601
391,285,2048.0,-0.0003186464309692383,2913.411494731903,800768,-0.0036546837,2033.6257615200002,0.09682617,800768,19.808344,3.660479,0.007277864
392,285,2048.0,0.0019758939743041992,2920.5756657123566,802816,-0.0004516029,2033.6252762200002,0.06660156,802816,19.87922,3.6673007,0.005344372
393,288,2048.0,-0.0005433559417724609,2927.761659145355,804864,-0.0018358916,2033.54543913,0.037841797,804864,19.943613,3.6667943,0.0035730612
394,287,2048.0,0.00317460298538208,2934.8643198013306,806912,-5.79803e-05,2033.4820835199998,0.037841797,806912,19.785355,3.6687946,0.0034223278
395,285,2048.0,-0.0046389102935791016,2941.998615026474,808960,-0.00073749974,2033.4749140599995,0.043896485,808960,19.80605,3.672393,0.0038774207
396,284,2048.0,-0.0044792890548706055,2949.1615767478943,811008,0.00026503828,2033.51142921,0.029541016,811008,19.704407,3.6773987,0.0029420299
397,285,2048.0,-0.00047779083251953125,2956.3640360832214,813056,-0.0044775726,2033.5372974699997,0.07075195,813056,19.610943,3.6888003,0.005924925
398,287,2048.0,-0.0015137195587158203,2963.5493547916412,815104,0.00028554618,2033.5706019299998,0.074121095,815104,19.80473,3.7061992,0.005676265
399,283,2048.0,-0.002968430519104004,2970.682657957077,817152,-0.0014999445,2033.6485956800004,0.09008789,817152,19.91493,3.714349,0.0067698164
400,284,2048.0,0.0026848316192626953,2977.9175238609314,819200,-0.004578153,2033.7240300800001,0.09746094,819200,19.810577,3.7155514,0.007242439
401,283,2048.0,0.018039405345916748,2985.128690958023,821248,-0.004638556,2033.7582636700006,0.13256836,821248,19.790852,3.7160442,0.00900549
402,283,2048.0,0.0017146468162536621,2992.3483340740204,823296,-0.0011786912,2033.7250763000004,0.05883789,823296,20.06326,3.7183747,0.0050883694
403,283,2048.0,0.01359093189239502,2999.5823328495026,825344,-0.002940781,2033.6544734300007,0.113427736,825344,19.85088,3.7249591,0.007895695
404,282,2048.0,0.020148277282714844,3006.7995109558105,827392,-0.0036675043,2033.53129826,0.08095703,827392,19.732174,3.732079,0.006098207
405,285,2048.0,0.008552849292755127,3014.0575437545776,829440,0.00013761042,2033.4569340100002,0.027832031,829440,19.857727,3.7340064,0.002944267
406,282,2048.0,0.052884578704833984,3021.232939004898,831488,0.00023292447,2033.3539962900002,0.029833984,831488,19.138826,3.728815,0.0029569322
407,287,2048.0,-0.0022575855255126953,3028.475749015808,833536,-0.00020848584,2033.24459793,0.03017578,833536,19.71819,3.7283337,0.0028967636
408,285,2048.0,0.004636585712432861,3035.605631828308,835584,0.00023417566,2033.07536876,0.021435548,835584,19.613937,3.727426,0.0024804282
409,286,2048.0,0.008058249950408936,3042.7822659015656,837632,-0.0004973474,2032.9180876100002,0.022949219,837632,19.614452,3.727288,0.0028580432
410,287,2048.0,0.01761496067047119,3049.9351239204407,839680,-0.0018738909,2032.7325066000005,0.043066405,839680,19.417418,3.7212117,0.0039849617
411,285,2048.0,0.02804255485534668,3057.05304479599,841728,-0.0014712345,2032.5204468900004,0.04433594,841728,19.374744,3.719859,0.0041783615
412,260,2048.0,0.01669144630432129,3064.239224910736,843776,6.682083e-05,2032.2956285400005,0.029199218,843776,19.30282,3.7159538,0.0028974784
413,284,2048.0,0.024231135845184326,3072.107230901718,845824,-0.00051373185,2032.00802734,0.05620117,845824,19.106697,3.7106547,0.0046659177
414,284,2048.0,0.04767966270446777,3079.3086829185486,847872,0.0011855685,2031.72059204,0.04345703,847872,18.782345,3.7102082,0.0039507374
415,252,2048.0,0.01698821783065796,3086.507812976837,849920,0.00011562098,2031.4357285499998,0.019335937,849920,19.12508,3.7264943,0.002332247
416,277,2048.0,0.04154157638549805,3094.637009859085,851968,-0.0026637693,2031.1231385300002,0.077539064,851968,18.85278,3.7340698,0.0060359756
417,285,2048.0,0.0034843087196350098,3102.025872707367,854016,-0.0005962347,2030.81606673,0.044042967,854016,19.350155,3.7368531,0.0040933434
418,285,2048.0,0.0029721856117248535,3109.1975009441376,856064,-0.0016303926,2030.5086658899997,0.06889649,856064,19.420895,3.7367396,0.0054641506
419,284,2048.0,0.009276986122131348,3116.3710248470306,858112,-0.0011114012,2030.23610474,0.031201173,858112,19.391603,3.724936,0.0033239678
420,285,2048.0,0.0167197585105896,3123.578444004059,860160,-0.0025185354,2030.01324211,0.06943359,860160,19.406933,3.7220333,0.0057250955
421,284,2048.0,0.0070383548736572266,3130.7483139038086,862208,0.00023654092,2029.80669686,0.016503906,862208,19.534693,3.7259235,0.0020107182
422,284,2048.0,-0.0020471811294555664,3137.9412410259247,864256,0.00040253898,2029.67271311,0.015039062,864256,19.720232,3.7224736,0.0020004031
423,283,2048.0,-0.007352709770202637,3145.1323807239532,866304,-0.00043769478,2029.54891759,0.015234375,866304,19.796528,3.7187684,0.0020343629
424,282,2048.0,0.007630825042724609,3152.3490858078003,868352,-0.00026323003,2029.4373953200002,0.028564453,868352,19.598137,3.7184818,0.0028666062
425,286,2048.0,-0.005559206008911133,3159.58975982666,870400,-0.002849074,2029.37589932,0.07353516,870400,19.884062,3.7211013,0.005691745
426,286,2048.0,-0.009517431259155273,3166.747386932373,872448,-0.0050332663,2029.3650129999996,0.096191406,872448,19.941936,3.723742,0.0071708383
427,288,2048.0,-0.004589557647705078,3173.8926451206207,874496,-0.00057944795,2029.3556362499999,0.060058594,874496,19.935415,3.7298527,0.005085758
428,286,2048.0,-0.004097104072570801,3180.992283821106,876544,-0.0011183238,2029.39211251,0.053271484,876544,20.07777,3.7371166,0.0044192597
429,284,2048.0,0.0003923773765563965,3188.1536469459534,878592,0.00046392335,2029.4424233999996,0.0063964846,878592,20.02238,3.7383504,0.0013086761
430,283,2048.0,0.0006121397018432617,3195.3654758930206,880640,0.00011858244,2029.4498721799996,0.03276367,880640,20.017363,3.7420235,0.0030408034
431,237,2048.0,-0.002351522445678711,3202.5795629024506,882688,-0.0010096745,2029.4629737899998,0.039697267,882688,19.945276,3.7475467,0.0038905528
432,273,2048.0,0.011004149913787842,3211.207198858261,884736,-0.002668033,2029.48553907,0.064941406,884736,19.699251,3.7522094,0.0053123655
433,274,2048.0,-0.008151412010192871,3218.703894853592,886784,0.00019469892,2029.50885598,0.04711914,886784,19.992981,3.746592,0.004294972
434,276,2048.0,0.008978307247161865,3226.166932821274,888832,-0.00059466343,2029.5332912999997,0.028857421,888832,19.885592,3.7419937,0.002980504
435,275,2048.0,0.037404775619506836,3233.5788037776947,890880,-0.0019282715,2029.54005599,0.08061524,890880,19.510372,3.7453842,0.0061983718
436,274,2048.0,-0.002463102340698242,3241.0225298404694,892928,-0.00070866215,2029.53778575,0.040625,892928,20.00494,3.7456527,0.003885265
437,263,2048.0,-0.0028460025787353516,3248.484155893326,894976,-0.0022533995,2029.49987188,0.07026367,894976,19.933176,3.7431664,0.0056166
438,275,2048.0,0.005482375621795654,3256.2589910030365,897024,0.0004514201,2029.42982388,0.03857422,897024,19.657776,3.7456946,0.0034158777
439,276,2048.0,0.01297539472579956,3263.6959898471832,899072,-0.0008596532,2029.3066726099999,0.01821289,899072,19.55373,3.7441814,0.0024507414
440,274,2048.0,0.005899965763092041,3271.1164178848267,901120,4.8740312e-05,2029.1892644699997,0.063964844,901120,19.602497,3.742681,0.0051449053
441,277,2048.0,0.02514517307281494,3278.575684070587,903168,-0.0013869643,2029.0356750799995,0.097998045,903168,19.207378,3.7499518,0.0074424283
442,276,2048.0,0.007741808891296387,3285.970431804657,905216,-0.0017413538,2028.8860834599993,0.058007814,905216,19.438854,3.7520852,0.0051523047
443,277,2048.0,0.02684617042541504,3293.3717889785767,907264,-0.00081307825,2028.6916717599995,0.058398437,907264,19.265985,3.7517173,0.004899519
444,277,2048.0,0.02556508779525757,3300.7417509555817,909312,0.00013388807,2028.4783632299996,0.021240234,909312,19.246452,3.7553425,0.0024972088
445,277,2048.0,0.02826625108718872,3308.1240980625153,911360,-0.0035985052,2028.2062598799998,0.055615235,911360,19.1376,3.7650075,0.0044701593
446,277,2048.0,0.04108911752700806,3315.49618601799,913408,-0.0008779232,2027.9602645999996,0.012402344,913408,19.088724,3.7788365,0.0018368429
447,278,2048.0,0.0011701583862304688,3322.882180929184,915456,-0.0014015929,2027.7579036800003,0.017871093,915456,19.64562,3.7821412,0.0021923243
448,277,2048.0,0.017649054527282715,3330.23672580719,917504,0.00011646845,2027.63996719,0.017724609,917504,19.426994,3.7867951,0.0021990396
449,276,2048.0,0.011752963066101074,3337.6295669078827,919552,-0.0016378848,2027.4600147800002,0.06552734,919552,19.482433,3.798385,0.0056198416
450,275,2048.0,0.006067156791687012,3345.0347130298615,921600,0.00059107336,2027.3500092599998,0.016552735,921600,19.703459,3.8158145,0.0019312007
451,277,2048.0,0.01606452465057373,3352.463268995285,923648,0.00030213242,2027.2757189999998,0.03173828,923648,19.558706,3.8225734,0.0033259578
452,279,2048.0,0.008510947227478027,3359.8502368927,925696,-0.0008984151,2027.1738917099997,0.047167968,925696,19.613245,3.8209546,0.004150615
453,264,2048.0,0.025254547595977783,3367.189507007599,927744,-0.0025618395,2027.0743159599997,0.068798825,927744,19.429138,3.8098037,0.0055902945
454,277,2048.0,0.02357304096221924,3374.942151784897,929792,-0.0032776513,2026.9480939999996,0.09335937,929792,19.090328,3.795879,0.0067669535
455,277,2048.0,0.054184913635253906,3382.324371814728,931840,0.00019947796,2026.7965792800003,0.025292968,931840,18.764477,3.8072624,0.00261224
456,276,2048.0,0.03537118434906006,3389.7170639038086,933888,-0.00016981665,2026.6084271700001,0.05263672,933888,18.92291,3.8252652,0.0043709017
457,279,2048.0,0.06571614742279053,3397.12557888031,935936,-3.9727107e-05,2026.3665121800002,0.031591795,935936,18.50687,3.8264222,0.0030833257
458,279,2048.0,0.037832558155059814,3404.4522638320923,937984,0.000457442,2026.1446465000001,0.010644531,937984,18.937283,3.817267,0.0017344741
459,278,2048.0,0.05520021915435791,3411.791435956955,940032,-0.0027348795,2025.97160642,0.06435547,940032,18.739231,3.809861,0.005162133
460,278,2048.0,0.07860672473907471,3419.156144142151,942080,-0.00078405795,2025.84288777,0.03364258,942080,18.48126,3.80956,0.0033806593
461,280,2048.0,0.030337154865264893,3426.5040469169617,944128,-0.0017187992,2025.7189763299998,0.05571289,944128,18.889652,3.8124855,0.0047277734
462,279,2048.0,0.026570022106170654,3433.8128929138184,946176,-0.0016204042,2025.5517492200001,0.03803711,946176,19.11079,3.817245,0.0034342825
463,281,2048.0,0.06007355451583862,3441.151139974594,948224,-0.0005536181,2025.3839634000003,0.03237305,948224,18.635588,3.8326244,0.00317997
464,279,2048.0,0.017928481101989746,3448.4199159145355,950272,-0.0011521017,2025.2469185600003,0.028515626,950272,19.207062,3.849522,0.0028831053
465,280,2048.0,0.010369360446929932,3455.7486157417297,952320,-0.0020031037,2025.12041833,0.060302734,952320,19.244404,3.8611717,0.0049303616
466,279,2048.0,0.054400086402893066,3463.050725698471,954368,-0.00010073548,2024.9806278299998,0.028320312,954368,18.67989,3.8729587,0.0028033252
467,279,2048.0,0.027450621128082275,3470.37238073349,956416,-0.00066969777,2024.8072101799999,0.036376953,956416,19.073652,3.8785706,0.0034977
468,278,2048.0,0.00965350866317749,3477.6911940574646,958464,-3.7990558e-05,2024.6591070899997,0.039355468,958464,19.39483,3.8748746,0.0037226006
469,279,2048.0,0.0055519938468933105,3485.053074836731,960512,0.0005351193,2024.5884271900002,0.0064453124,960512,19.584248,3.8821645,0.0010195927
470,279,2048.0,0.01188039779663086,3492.39391207695,962560,1.4474953e-05,2024.58800384,0.062597655,962560,19.504694,3.8906198,0.005022657
471,278,2048.0,0.017486393451690674,3499.7340128421783,964608,-0.0013740225,2024.5530760900003,0.04091797,964608,19.344284,3.8998752,0.0035165686
472,257,2048.0,0.012607097625732422,3507.0871636867523,966656,0.000662914,2024.43849895,0.027490234,966656,19.438782,3.9161117,0.0029681611
473,259,2048.0,0.023775935173034668,3515.051271915436,968704,-0.0017475125,2024.29459925,0.051367186,968704,19.201492,3.9185758,0.00452095
474,278,2048.0,0.022666513919830322,3522.9548568725586,970752,0.00018642998,2024.15395161,0.038769532,970752,19.405674,3.9257686,0.003566383
475,280,2048.0,0.03567248582839966,3530.2993729114532,972800,0.00012516568,2024.07690297,0.027392577,972800,19.40982,3.9373558,0.0028382828
476,276,2048.0,0.024536728858947754,3537.600375890732,974848,-0.0018143926,2023.9850831699996,0.06381836,974848,19.456161,3.9477258,0.005055188
477,278,2048.0,0.03849804401397705,3545.00253367424,976896,-0.00049638015,2023.91982872,0.045654297,976896,19.251019,3.9501824,0.004219984
478,278,2048.0,0.00417935848236084,3552.3466849327087,978944,0.00056037965,2023.84986848,0.008740234,978944,19.821459,3.9447155,0.0017498934
479,279,2048.0,-4.374980926513672e-05,3559.7010049819946,980992,-0.0027265986,2023.7824965399998,0.07285156,980992,19.814732,3.9327178,0.005941062
480,276,2048.0,0.01821267604827881,3567.037542819977,983040,-0.0006803897,2023.7207416500003,0.042089842,983040,19.784851,3.923119,0.0038177215
481,275,2048.0,0.02648252248764038,3574.457030773163,985088,-0.00033344276,2023.6819879500003,0.045410156,985088,19.614134,3.9271455,0.0039084903
482,276,2048.0,-0.003292083740234375,3581.889858007431,987136,-0.0002264663,2023.61972898,0.010986328,987136,19.958723,3.9353244,0.0016084698
483,276,2048.0,0.0005184412002563477,3589.285841703415,989184,0.0002739707,2023.57524402,0.05522461,989184,20.022114,3.9374795,0.004771632
484,278,2048.0,0.0061149001121521,3596.688133955002,991232,-0.0016469707,2023.5805650799998,0.047802735,991232,20.06861,3.9318821,0.0044204267
485,281,2048.0,0.00011587142944335938,3604.0555539131165,993280,-0.0010921167,2023.5393524300002,0.03857422,993280,20.274897,3.931163,0.0037793473
486,278,2048.0,-0.006013631820678711,3611.343764781952,995328,0.00025218586,2023.58555435,0.02841797,995328,20.3689,3.9241688,0.0031152233
487,278,2048.0,0.003975629806518555,3618.69402384758,997376,-0.0020274906,2023.6032452999998,0.06254883,997376,20.23583,3.9206455,0.0050288555
488,279,2048.0,0.0034157633781433105,3626.04750084877,999424,-0.00068207225,2023.6271102399999,0.041259766,999424,20.202923,3.920604,0.0039991317
